ranking	app_name	publisher	ranking_type	ranking_change	has_in_app_purchases	report_date
449	Dessert Maker	Sunstorm Interactive	Free	▼24	1	2013-07-06
449	Backflip Madness	Gamesoul Studio	Paid	▲43	0	2013-07-06
449	XCOM®: Enemy Unknown	2K Games	Grossing	▼65	0	2013-07-06
450	Omicron	Canupa	Free	▼147	0	2013-07-06
450	PokéCreator for Pokémon	Khalil SLIMI	Paid	▼70	1	2013-07-06
450	逆轉三國	ONECLICK GAME Co.,Ltd	Grossing	(new)	1	2013-07-06
451	My Mixtapez	My Mixtapez	Free	(new)	1	2013-07-06
451	Sonic & SEGA All-Stars Racing	SEGA	Paid	▲20	1	2013-07-06
451	Blendr	Blendr LLC --	Grossing	▲38	1	2013-07-06
452	Flickr	Yahoo!	Free	▼19	0	2013-07-06
452	PhotoWizard-Photo Editor	Pankaj Goswami	Paid	▼57	0	2013-07-06
452	FlightTrack – Live Flight Status Tracker by Mobiata	Ben Kazez	Grossing	▼4	1	2013-07-06
453	DIRECTV	DIRECTV, Inc.	Free	▲3	0	2013-07-06
453	Call of Mini™ DinoHunter	Triniti Interactive Limited	Paid	▼20	1	2013-07-06
453	Split Lens 2 Pro-Clone Yourself in Video/Photo,Make illusion Video/Photo,+Filters&FX!	Loveyouchen	Grossing	▲28	0	2013-07-06
454	Kicksend: Send & Print Photos	Kicksend	Free	▲15	0	2013-07-06
454	Knights of Pen & Paper	Behold Studios Jogos Eletronicos LTDA ME	Paid	(new)	1	2013-07-06
454	Lies Of Astaroth	iFree Studio Limited	Grossing	▼37	1	2013-07-06
455	Countdown+ Event Reminders Lite (Calendar and Facebook Event Countdowns with Timer presets)	Apps Beyond	Free	▼19	1	2013-07-06
455	Running with Friends	Zynga Inc.	Paid	▼193	1	2013-07-06
455	Strava Cycling - GPS Biking and Riding Route Tracker	Strava, Inc.	Grossing	▼25	1	2013-07-06
456	InstaFollowers on Instagram - Free Follow and Unfollow Tracker for My InstaFollow Followers and Unfollowers on iPad and iPhone	Component Studios	Free	▼29	0	2013-07-06
456	Traffic Rush	Donut Games	Paid	▼21	0	2013-07-06
456	Angry Birds Space	Rovio Entertainment Ltd	Grossing	▼29	1	2013-07-06
457	Fashion Makeup Salon - Girls games	George CL	Free	▲4	1	2013-07-06
457	Flashlight ®	i4software	Paid	▼17	0	2013-07-06
457	Bob the Trader	tastytrade, Inc.	Grossing	(new)	1	2013-07-06
458	Nick	Nickelodeon	Free	▼44	0	2013-07-06
458	Gun Builder	Win Sheng Loh	Paid	▼17	0	2013-07-06
458	Bloons TD Battles	Ninja Kiwi	Grossing	▼44	1	2013-07-06
459	Egg Baby	Nix Hydra Games	Free	▲4	1	2013-07-06
459	ToonCamera	Code Organa	Paid	(new)	0	2013-07-06
459	Adobe Photoshop Express	Adobe	Grossing	▲1	1	2013-07-06
460	Myspace	MySpace.com	Free	(new)	0	2013-07-06
460	Chuzzle	PopCap	Paid	▼42	0	2013-07-06
460	Flow Free: Bridges	Big Duck Games LLC	Grossing	▼13	1	2013-07-06
461	SymbolGram	LYNETTE PUI GAR FONG CASTELLANOS	Free	▼39	0	2013-07-06
461	Amazing Alex	Rovio Entertainment Ltd	Paid	▼37	0	2013-07-06
461	Ninja Fishing	Gamenauts	Grossing	▼22	1	2013-07-06
462	Ruzzle	MAG Interactive	Free	▼24	1	2013-07-06
462	Relax Melodies Premium: A white noise ambience for sleep, meditation & yoga	iLBSoft	Paid	▼31	0	2013-07-06
462	Call of Mini™ Zombies	Triniti Interactive Limited	Grossing	▲2	1	2013-07-06
463	Quick Scan - Barcode Scanner & Best Shopping Companion	iHandy Inc.	Free	▼23	0	2013-07-06
463	Nimble Quest	NimbleBit LLC	Paid	▼17	1	2013-07-06
463	Skins Pro Creator for Minecraft	Craig Kerns	Grossing	▲10	1	2013-07-06
464	Emoticons: Emoji Unlimited Edition	Ivan Lozano Mendez	Free	▲20	0	2013-07-06
464	Slow Shutter Cam - Long exposure photography	Cogitap Software	Paid	(new)	0	2013-07-06
464	Turbo Racing League	PikPok	Grossing	▼11	1	2013-07-06
465	Spooky Makeover	Ninjafish Studios	Free	▼16	1	2013-07-06
465	Camera Plus Pro	Global Delight Technologies Pvt. Ltd	Paid	▼72	0	2013-07-06
465	Diner Dash	PlayFirst, Inc.	Grossing	▼25	1	2013-07-06
466	Airbnb	Airbnb, Inc.	Free	(new)	0	2013-07-06
466	Dynamojis - Animated Emojis	Apps4Life	Paid	▼124	1	2013-07-06
466	cPRO+ craigslist client with Notifications for iPhone and iPod	Escargot Studios, LLC	Grossing	▼20	1	2013-07-06
467	Call of Mini™ Zombies	Triniti Interactive Limited	Free	▼19	1	2013-07-06
467	Ride 'Em Rigby - Regular Show	Cartoon Network	Paid	(new)	0	2013-07-06
467	MetalStorm: Online	Z2Live, Inc	Grossing	▼23	1	2013-07-06
468	Circle - The Local Network	Hawthorne Labs	Free	(new)	0	2013-07-06
468	South Beach Diet ®	Everyday Health, Inc.	Paid	▼30	1	2013-07-06
468	Calorie Counter PRO by MyNetDiary	MyNetDiary Inc.	Grossing	▼27	0	2013-07-06
469	TagsForLikes - Copy and Paste Tags for Instagram - Hashtags Helper	Zaheer Mohiuddin	Free	▼37	0	2013-07-06
469	MyTube for YouTube	Tap Nation	Paid	(new)	0	2013-07-06
469	Xtreme Slots	Meme, Inc	Grossing	▼107	1	2013-07-06
470	PopStar! - free addictive pocket puzzle action game	zhai bin	Free	▼23	0	2013-07-06
470	Touchgrind BMX	Illusion Labs	Paid	▼117	0	2013-07-06
470	What's the Phrase Free	Zynga Inc.	Grossing	(new)	1	2013-07-06
471	ElementFX - Pimp Your Photos With Colorful And Bokehful Effects	Consonance Group	Free	▼13	0	2013-07-06
471	Cyclemeter GPS - Track Cycling Running and Mountain Biking	Abvio Inc.	Paid	▲26	1	2013-07-06
471	Inside Lacrosse	MAZ Digital LLC	Grossing	▼187	1	2013-07-06
472	Talking Ginger	Out Fit 7 Ltd.	Free	▲24	1	2013-07-06
472	Lumiè	Nostalgika	Paid	▼97	0	2013-07-06
472	Wheel of Fortune	Sony Pictures Television	Grossing	▼36	1	2013-07-06
473	Text Free: Real Phone Number Included with Textfree	Pinger, Inc.	Free	▲13	1	2013-07-06
473	Cape Creator for Minecraft	Craig Kerns	Paid	▲25	1	2013-07-06
473	Bubble Seasons	TeamLava	Grossing	▲24	1	2013-07-06
474	Draw Something 2™ Free	Zynga Inc.	Free	▼10	1	2013-07-06
474	1 Second Everyday	Cesar Kuriyama	Paid	▼35	0	2013-07-06
474	Tiny Zoo Friends	TinyCo, Inc.	Grossing	(new)	1	2013-07-06
475	Pic-Frame, Photo Collage & Picture Editor for Instagram	Photo & Video Eidtor Studio	Free	▼21	1	2013-07-06
475	Downloads	LS Apps	Paid	(new)	0	2013-07-06
475	PicLab - Photo Editor	Adamo Creative	Grossing	▼20	1	2013-07-06
476	Modern War	Funzio, Inc	Free	▲7	1	2013-07-06
476	Tube Downloader Pro - Free Video Download	Appsneon	Paid	(new)	0	2013-07-06
476	Cooking Dash	PlayFirst, Inc.	Grossing	▼48	1	2013-07-06
477	Dr. Driving	SUD Inc.	Free	▼6	1	2013-07-06
477	X-Men	Konami Digital Entertainment	Paid	(new)	0	2013-07-06
477	Run with Map My Run - GPS Running, Jog, Walk, Workout Tracking and Calorie Counter	MapMyFitness	Grossing	(new)	1	2013-07-06
478	Bingo Bash - Free Bingo Casino	BitRhymes Inc.	Free	▼18	1	2013-07-06
478	Sworkit Pro	Ryan Hanna	Paid	(new)	0	2013-07-06
478	Dessert Maker	Sunstorm Interactive	Grossing	▼138	1	2013-07-06
479	Shutterfly for iPhone	Shutterfly	Free	▲1	0	2013-07-06
479	Tabata Pro - Tabata Timer	SIMPLETOUCH LLC	Paid	(new)	0	2013-07-06
479	ممالك الأبطال	Vekee Games Inc.	Grossing	▼21	1	2013-07-06
480	Photo Effects Creator Free - Picture Cool Editor for Pinterest,Facebook,Skype,Yahoo Messenger&Omegle Free	zhai bin	Free	▼15	0	2013-07-06
480	Fisheye Pro - Fisheye Camera with Old Film, Cool Lens and Color Ringflash	Lotogram	Paid	▲3	1	2013-07-06
480	Motor World: Car Factory	Mobage, Inc.	Grossing	▼58	1	2013-07-06
481	BillGuard - Track Spending, Save Money	BillGuard, Inc.	Free	▼42	1	2013-07-06
481	AccuWeather Platinum - Weather for Life	AccuWeather, Inc.	Paid	(new)	0	2013-07-06
481	Breach & Clear	Gun.	Grossing	(new)	1	2013-07-06
482	Minus	Minus	Free	(new)	0	2013-07-06
482	Seconds Pro - Interval Timer	Runloop Ltd	Paid	(new)	1	2013-07-06
482	Free and Cheap International Calls by KeKu	Keku, LLC	Grossing	(new)	1	2013-07-06
483	Glide - Video Texting	Glide	Free	▼8	0	2013-07-06
483	Our Daily Bread	RBC Ministries	Paid	(new)	0	2013-07-06
483	Infinity Blade	Chair Entertainment Group, LLC	Grossing	▲11	1	2013-07-06
484	Smart Alarm Clock FREE: sleep cycles and phases	Plus Sports	Free	▼53	0	2013-07-06
484	Cuptakes - wallpapers for the girly girls	Finely InTouch LLC	Paid	▼6	0	2013-07-06
484	Fooducate Plus - Diet Tracker & Healthy Food Nutrition Scanner	Fooducate, Ltd.	Grossing	▼2	0	2013-07-06
485	Minecraft Seeds Lite	JN Interactive AB	Free	▲7	0	2013-07-06
485	Sky Gamblers: Cold War	Atypical Games	Paid	▼16	1	2013-07-06
485	Fairway Solitaire by Big Fish (Full)	Big Fish Games, Inc	Grossing	(new)	1	2013-07-06
486	Remote	Apple	Free	▼62	0	2013-07-06
486	SpaceEffect PRO - Awesome Pic & Fotos FX Editor	click2mobile	Paid	▼71	0	2013-07-06
486	Bejeweled	PopCap	Grossing	▼8	0	2013-07-06
487	PINK Nation	Victoria's Secret PINK	Free	(new)	0	2013-07-06
487	Beat the Boss 2 (17+)	Game Hive Corp.	Paid	(new)	1	2013-07-06
487	Top Stylist - the fashion game	Crowdstar Inc	Grossing	▲12	1	2013-07-06
488	OkCupid Dating	OkCupid.com	Free	▼44	1	2013-07-06
488	Stop Motion Studio	CATEATER, LLC	Paid	▼11	1	2013-07-06
488	GraalOnline Era+	EUROCENTER	Grossing	(new)	1	2013-07-06
489	Skins for Minecraft: Super Hero Edition	David Garcia	Free	▼8	1	2013-07-06
489	DirectVR Touch Remote	RMR Labz	Paid	▲6	0	2013-07-06
489	Shall we date?: Destiny Ninja	NTT Solmare	Grossing	(new)	1	2013-07-06
490	Photo Editor - Fotolr	Tiny Piece Co., Ltd	Free	▼18	1	2013-07-06
490	Contacts Sync For Google Gmail	Playa Apps	Paid	(new)	0	2013-07-06
490	Hipstamatic	Hipstamatic, LLC	Grossing	▼40	1	2013-07-06
491	Alarm Clock HD - Free	Alarm Clock Company	Free	▼56	0	2013-07-06
491	Harry Potter: Spells	Warner Bros.	Paid	(new)	1	2013-07-06
491	Pirates In Love	Voltage inc.	Grossing	(new)	1	2013-07-06
492	Forever 21	Forever 21, Inc.	Free	▼13	0	2013-07-06
492	InstaFisheye - LOMO Fisheye Lens for Instagram	Lotogram	Paid	▼28	1	2013-07-06
492	Dragon Bane Elite [Free MMORPG]	com.digitalcloud	Grossing	▼114	1	2013-07-06
493	Virtual Families 2: Our Dream House	Last Day of Work	Free	▲1	1	2013-07-06
493	Junk Jack	Pixbits SRL	Paid	(new)	1	2013-07-06
493	The Oregon Trail: American Settler	Gameloft	Grossing	▼7	1	2013-07-06
494	Escape If You Can	Kaarel Kirsipuu	Free	▼32	1	2013-07-06
494	CameraBag 2	Nevercenter Ltd. Co.	Paid	▼74	1	2013-07-06
494	LINE Pokopang	NAVER Japan Corporation	Grossing	(new)	1	2013-07-06
495	Amtrak	Amtrak	Free	▼4	0	2013-07-06
495	Weaphones: Firearms Simulator	Mark Raykhenberg	Paid	(new)	0	2013-07-06
495	Coach's Eye	TechSmith Corporation	Grossing	(new)	0	2013-07-06
496	Lock Photo+Video Safe Free By My Disk - Incredible Secure Folder Manager App To Password Protect Private Data Vault & Secret Pic.ture Privacy	Mo Wellin	Free	▼20	0	2013-07-06
496	Talking Larry the Bird	Out Fit 7 Ltd.	Paid	(new)	0	2013-07-06
496	Celebrity Dentist	Bear Hug Media	Grossing	▼3	1	2013-07-06
497	edjing - DJ mixer console studio - Play Mix Record & Share your sound!	DJiT	Free	▼7	1	2013-07-06
497	Need For Speed™ Undercover	Electronic Arts	Paid	(new)	0	2013-07-06
497	FINAL FANTASY AIRBORNE BRIGADE	Mobage, Inc.	Grossing	▼30	1	2013-07-06
498	Bills & Accounts Manager - documents, travel, money & household organizer - Manilla	Manilla LLC	Free	▼61	0	2013-07-06
498	MyRadar Pro Weather Radar	Aviation Data Systems, Inc	Paid	▼8	1	2013-07-06
498	AutoRap	Smule	Grossing	(new)	1	2013-07-06
499	Texas Holdem Poker	GeaxGame Inc	Free	▼33	1	2013-07-06
499	Merriam-Webster Dictionary & Thesaurus	Merriam-Webster, Inc.	Paid	(new)	0	2013-07-06
499	Crestron Mobile Pro	Crestron Electronics, Inc.	Grossing	(new)	0	2013-07-06
500	Amex Mobile	American Express	Free	(new)	0	2013-07-06
500	Baby Connect (Activity Logger)	Seacloud Software	Paid	(new)	0	2013-07-06
500	Garmin Pilot	Garmin DCI	Grossing	(new)	1	2013-07-06
